Ques Num,Question/Request,Response,Maturity,Additional Information,AUP Reference,ISO 27002:2013 Relevance,,SIG Tab
H.3.1.3,All Web and File Transfer Services?,Yes,,,H. Access Control,,,Access Control
H.3.1.4,All workstation platforms including desktops and laptops?,Yes,,,,,,Access Control
H.3.2,Does the password policy require the following:,,,,H.1 Password Controls,,,Access Control
H.3.2.1,Minimum password length at least eight characters?,N/A,,"FactSet has a password policy in place which enforces minimum password length, complexity, expiration and reuse.  FactSet follows industry standard best practices for password management.  FactSet does not disclose additional details on internal password policies and procedures.",H.1 Password Controls,,,Access Control
H.3.2.2,"Are complex passwords (Mix of upper case letters, lower case letters, numbers, and special characters) required on systems transmitting, processing, or storing Scoped Data?",N/A,,See H.3.2.1,H.1 Password Controls,"9.3.1.d, 9.4.3.c","Use of secret authentication information, Password management system",Access Control
H.3.2.3,Password expiration within 90 days or less?,N/A,,See H.3.2.1,H.1 Password Controls,,,Access Control
H.3.2.4,Password history at least 12 before reuse?,N/A,,See H.3.2.1,H.1 Password Controls,,,Access Control
H.3.2.5,Initial and temporary passwords required to be changed upon next login?,Yes,,,H.1 Password Controls,,,Access Control
H.3.2.6,Initial and temporary passwords random and complex?,Yes,,,H.1 Password Controls,,,Access Control
H.3.2.7,Prohibiting users from sharing passwords?,Yes,,,H.1 Password Controls,9.3.1.g,User responsibilities,Access Control
H.3.2.8,Keeping passwords confidential?,Yes,,,H.1 Password Controls,9.3.1.a,User responsibilities,Access Control
H.3.2.9,"Not keep a record of passwords (paper, software file or handheld device)?",Yes,,,H.1 Password Controls,9.3.1.b,User responsibilities,Access Control
H.3.2.10,Change passwords when there is an indication of possible system or password compromise?,Yes,,,H.1 Password Controls,9.3.1.c,User responsibilities,Access Control
H.3.2.11,Changing passwords at regular intervals?,Yes,,,H.1 Password Controls,9.4.3.e,Password Management System,Access Control
H.3.2.12,Terminate or secure active sessions when finished?,Yes,,,H.1 Password Controls,11.2.8.a,Unattended User Equipment,Access Control
H.3.2.13,"Logoff terminals, PC or servers when the session is finished?",Yes,,,H.1 Password Controls,11.2.8.b,Unattended User Equipment,Access Control
H.3.2.14,Not including unencrypted passwords in automated logon processes? (stored in a macro or function key)?,Yes,,,D.5 Data Security Policy - Encryption,9.3.1.f,User responsibilities,Access Control
H.3.2.15,A PIN or secret question a possible stand-alone method of authentication?,No,,,D.5 Data Security Policy - Encryption,,,Access Control
H.3.3,Passwords encrypted in transit?,Yes,,,D.5 Data Security Policy - Encryption,,,Access Control
H.3.4,Passwords encrypted or hashed in storage?,Yes,,,D.5 Data Security Policy - Encryption,,,Access Control
H.3.5,Passwords displayed when entered into a system?,No,,Passwords are masked,D.5 Data Security Policy - Encryption,,,Access Control
H.3.6,The system configured to lock an account when three to five invalid login attempts are made?,Yes,,,H.4 Inactive Accounts,,,Access Control
H.3.7,Administrative Intervention on Lockout?,Yes,,,H.4 Inactive Accounts,,,Access Control
H.3.8,Is password reset authority restricted to authorized persons and/or an automated password reset tool?,Yes,,,H.1 Password Controls,9.3.1.f,User responsibilities,Access Control
H.3.9,Are password files and application data stored in different file systems?,Yes,,,H.1 Password Controls,9.4.3.h,Password Management System,Access Control
H.3.10,Are user IDs and passwords communicated/distributed via separate media (e-mail and phone)?,Yes,,,H.1 Password Controls,9.2.4.d ,Management of secret authentication information for users,Access Control
H.4,Is remote access permitted?,Yes,5,Employees connect via secure VPN with strong certificate-based authentication using company issued computers.,H.8 Restrictions and Multifactor Authentication for Remote Access,6.2,Mobile devices and teleworking,Access Control
H.4.1,Are encrypted communications required for all remote connections?,Yes,,,H.8 Restrictions and Multifactor Authentication for Remote Access,10.1.1.c,Policy on the use of cryptographic controls,Access Control
H.4.2,Is multi-factor authentication required for remote access?,Yes,,"Username, password, and certificate.",H.8 Restrictions and Multifactor Authentication for Remote Access,9.1.2.d,Access to networks and network services,Access Control
H.5,"Is standards based federated ID capability available to clients (e.g., SAML, OpenID)?",Yes,5,SAML2 for access to FactSet's web products.,,9.2.1,User registration and de-registration,Access Control
H.5.1,"Is there an Internet-accessible self-service portal available that allows clients to provision, audit, modify, and remove user entitlements?",Yes,,Clients typically contact their dedicated Account Team to permission access.  There is an interactive Self Service portal that can be enabled to provision new FactSet users and turn specific entitlements on and off.  FactSet’s File Manager facility allows an administrator at our clients to control the security of each Portfolio on the system.  FactSet's Control Center web portal can be used to define IP whitelists and password parmeters for FactSet Web.,V.3 Cloud Audit Program,,,Access Control
H.5.2,"Is the Service Provider responsible for performing all user entitlement audits of Service Provider personnel and subcontractors with access to scoped systems and data? If no, please explain.",Yes,,See H.2.7.  Third parties do not have access to cilent data.,H.11 Customer User Access,15.1.2 15.2.1 ,"Addressing security within supplier agreements, Monitoring and review of supplier services",Access Control
H.6,"Is two factor authentication required to access the production environment containing Scoped Data? If yes, does it include:",Yes,5,,,9.3.1,Use of secret authentication information,Access Control
H.6.1,Admin access (shell or UI): Internally from within cloud provider network?,Yes,,,,9.4.1,Information access restriction,Access Control
H.6.2,Non-admin access (shell or UI): Internally from within cloud provider network?,Yes,,,,9.4.1,Information access restriction,Access Control
H.6.3,Admin access (shell or UI): Remote access?,Yes,,,,9.4.1,Information access restriction,Access Control
H.6.4,Non-admin access (shell or UI): Remote access?,Yes,,,H.3 Logical Access Authorization,9.4.1,Information access restriction,Access Control
H.7,Are staff able to access client Scoped Data?,Yes,5,"Appropriate FactSet staff, which can include sales and support staff, developers and systems engineers, have non-admin access to our systems and client information via a virtualized, non-persistent, time-limited, sandbox environment.  Access to production systems as well as client data is monitored and logged.  FactSet employees specify a business case for each request to access client data.  Clients may subscribe to Access Audit to receive timely copies of logs containing the stated business cases.  Actions being performed on tagged client data, which violates FactSet's security policy, alert the FactSet Security Team who immediately investigates the incident.  Third parties do not have access to client data.
  
For our single-tenant Enterpise Hosting enviornments, FactSet designates specific administrators with access to Client Pods.  Access to the environment is based on employee role and segregation of administrative duties is in place.  Additionally access is only allowed from a whitelisted set of internal hosts.",H.3 Logical Access Authorization,"9.2.3
9.4.1",Management of privileged access rights Information access restriction,Access Control
H.7.1,Which of the following controls are used to prevent this:,,,,,,,Access Control
H.7.1.1,"Preventative controls (e.g., technical)? Please explain.",Yes,,see H.7,H.3 Logical Access Authorization,"9.2.3
9.4.2",Management of privileged access rights Information access restriction,Access Control
H.7.1.2,Detective controls? Please explain.,Yes,,see H.7,H.3 Logical Access Authorization,"9.2.3
9.4.3",Management of privileged access rights Information access restriction,Access Control
H.7.1.3,Corrective controls? Please explain.,No,,see H.7,H.3 Logical Access Authorization,"9.2.3
9.4.4",Management of privileged access rights Information access restriction,Access Control
H.7.1.4,Policy controls? Please explain.,Yes,,see H.7,H.3 Logical Access Authorization,"9.2.3
9.4.5",Management of privileged access rights Information access restriction,Access Control
H.8,"Is there a process which allows the client to specifically list who from the provider will have access to their Scoped Systems and Data? If yes, does this include:",No,,see H.7,H.3 Logical Access Authorization,9.1.1 9.2.3,"	Access Control Policy
Management of privileged access rights",Access Control
I.1,"Are applications used to transmit, process or store Scoped Data?",Yes,5,,I.1 Application Security Program Governance,,,Application Security
I.1.1,Determination of security requirements based on the sensitivity of the data?,Yes,,All client data is treated as highly confidential.  Policies surrounding the handling of that data are enforced in the systems interacting with and processing that data.,I.1 Application Security Program Governance,14.1.1 ,Information security requirements analysis and specification,Application Security
I.1.2,"Information security reviews conducted and approved for the use or installation of open source software (Linux, Apache, etc.)?",Yes,,,I.1 Application Security Program Governance,14.1.1 ,Information security requirements analysis and specification,Application Security
I.2,"Is a web site supported, hosted or maintained that has access to Scoped Systems and Data?",Yes,5,"The primary method used to access FactSet is via the installed FactSet client software which contacts FactSet via HTTPS to our authenticated reverse proxy layer.  The interactive application can also be accessed by use of Connect, which is Citrix via HTTPS and via FactSet Web (https://my.factset.com), our web-based solution.  Functionality is also available via FactSet Web (https://my.factset.com), our web-based solution.  Single-tenant products hosted within Factset's Enterprise Hosting environment can be accesssed from a browswer either directly or via Citrix ICA using HTTPS.",,,,Application Security
